Accession,Organismo,Gen,Producto,Proteína
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,carbohydrate porin,XRA03881.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,emrB,multidrug efflux MFS transporter permease subunit EmrB,XRA03882.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,emrA,multidrug efflux MFS transporter periplasmic adaptor subunit EmrA,XRA03883.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mprA,transcriptional repressor MprA,XRA03884.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MFS transporter,XRA03885.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,proX,glycine betaine/L-proline ABC transporter substrate-binding protein ProX,XRA03886.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,proW,glycine betaine/L-proline ABC transporter permease ProW,XRA03887.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,proV,glycine betaine/L-proline ABC transporter ATP-binding protein ProV,XRA03888.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nrdF,class 1b ribonucleoside-diphosphate reductase subunit beta,XRA03889.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nrdE,class 1b ribonucleoside-diphosphate reductase subunit alpha,XRA03890.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nrdI,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,XRA03891.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nrdH,glutaredoxin-like protein NrdH,XRA03892.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,carboxymuconolactone decarboxylase family protein,XRA05147.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PLP-dependent aminotransferase family protein,XRA03893.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF883 domain-containing protein,XRA03894.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF2002 family protein,XRA03895.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,alaE,L-alanine exporter AlaE,XRA03896.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,stpA,DNA-binding protein StpA,XRA03897.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03898.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,rhodanese family protein,XRA03899.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,ArsR/SmtB family transcription factor,XRA03900.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YqaE/Pmp3 family membrane protein,XRA03901.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,lysM,peptidoglycan-binding protein LysM,XRA03902.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,csiR,DNA-binding transcriptional regulator CsiR,XRA03903.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gabP,GABA permease,XRA03904.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gabT,4-aminobutyrate--2-oxoglutarate transaminase,XRA03905.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gabD,NADP-dependent succinate-semialdehyde dehydrogenase,XRA03906.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,lhgO,L-2-hydroxyglutarate oxidase,XRA03907.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glaH,glutarate dioxygenase GlaH,XRA03908.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,tripartite tricarboxylate transporter permease,XRA03909.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,tripartite tricarboxylate transporter TctB family protein,XRA03910.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,Bug family tripartite tricarboxylate transporter substrate binding protein,XRA03911.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tctD,transcriptional regulator TctD,XRA03912.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,sensor histidine kinase,XRA03913.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,HoxN/HupN/NixA family nickel/cobalt transporter,XRA03914.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,antimicrobial resistance protein Mig-14,XRA03915.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,VirK family antimicrobial peptide resistance protein,XRA03916.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pipB2,SPI-2 type III secretion system effector PipB2,XRA03917.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03918.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,TonB-dependent siderophore receptor,XRA03919.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,alpha/beta hydrolase,XRA03920.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,alpha/beta hydrolase-fold protein,XRA03921.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,iroC,salmochelin/enterobactin export ABC transporter IroC,XRA03922.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,iroB,salmochelin biosynthesis C-glycosyltransferase IroB,XRA03923.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hin,flagellar phase variation DNA invertase Hin,XRA03924.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,FliC/FljB family flagellin,XRA03925.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fljA,phase 1 flagellin gene repressor FljA,XRA03926.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,IS3 family transposase,XRA03927.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DEAD/DEAH box helicase,XRA03928.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03929.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,IS3 family transposase,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,integrase arm-type DNA-binding domain-containing protein,XRA03930.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA05148.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03931.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,integrase domain-containing protein,XRA03932.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,SgrR family transcriptional regulator,XRA03933.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ptsG,glucose-specific PTS transporter subunit IIBC,XRA03934.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,glucose-6-phosphate isomerase family protein,XRA03935.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hxlB,6-phospho-3-hexuloisomerase,XRA05149.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hxlA,3-hexulose-6-phosphate synthase,XRA03936.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF3883 domain-containing protein,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,Gfo/Idh/MocA family protein,XRA03937.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PTS sorbitol transporter subunit IIB,XRA03938.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PTS glucitol/sorbitol transporter subunit IIA,XRA03939.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PTS glucitol/sorbitol transporter subunit IIC,XRA03940.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,helix-turn-helix domain-containing protein,XRA03941.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,helix-turn-helix domain-containing protein,XRA03942.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF4435 domain-containing protein,XRA05150.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,AAA family ATPase,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF927 domain-containing protein,XRA03943.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,AlpA family transcriptional regulator,XRA03944.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03945.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,SEC-C domain-containing protein,XRA03946.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03947.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,integrase domain-containing protein,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,HlyD family type I secretion periplasmic adaptor subunit,XRA05151.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type I secretion system permease/ATPase,XRA03948.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,TolC family outer membrane protein,XRA03949.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bapA,biofilm-associated protein BapA,XRA03950.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,smpB,SsrA-binding protein SmpB,XRA03951.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type II toxin-antitoxin system RatA family toxin,XRA03952.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,RnfH family protein,XRA03953.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bamE,outer membrane protein assembly factor BamE,XRA03954.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,recN,DNA repair protein RecN,XRA03955.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nadK,NAD(+) kinase,XRA03956.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,grpE,nucleotide exchange factor GrpE,XRA03957.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,cytoplasmic protein,XRA03958.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,HlyC/CorC family transporter,XRA05152.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,inner membrane protein YpjD,XRA03959.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ffh,signal recognition particle protein,XRA03960.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsP,30S ribosomal protein S16,XRA03961.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rimM,ribosome maturation factor RimM,XRA05153.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD,XRA03962.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplS,50S ribosomal protein L19,XRA03963.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dgcN,diguanylate cyclase DgcN,XRA03964.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YfiR family protein,XRA03965.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aroF,3-deoxy-7-phosphoheptulonate synthase AroF,XRA03966.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tyrA,bifunctional chorismate mutase/prephenate dehydrogenase,XRA03967.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,SMP-30/gluconolactonase/LRE family protein,XRA03968.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pheA,bifunctional chorismate mutase/prephenate dehydratase,XRA03969.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pheL,pheA operon leader peptide PheL,XRA05154.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,raiA,ribosome-associated translation inhibitor RaiA,XRA03970.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bamD,outer membrane protein assembly factor BamD,XRA03971.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rluD,23S rRNA pseudouridine(1911/1915/1917) synthase RluD,XRA03972.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yfiH,purine nucleoside phosphorylase YfiH,XRA03973.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,clpB,ATP-dependent chaperone ClpB,XRA03974.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF4385 domain-containing protein,XRA03975.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MFS transporter,XRA03976.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YfiM family lipoprotein,XRA03977.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,XRA05155.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pat,protein lysine acetyltransferase,XRA03978.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tapT,tRNA-uridine aminocarboxypropyltransferase,XRA03979.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,trxC,thioredoxin TrxC,XRA03980.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,tRNA/rRNA methyltransferase,XRA03981.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ung,uracil-DNA glycosylase,XRA03982.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,grcA,autonomous glycyl radical cofactor GrcA,XRA03983.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,eamB,cysteine/O-acetylserine transporter,XRA03984.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,LysR family transcriptional regulator,XRA03985.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,srmB,ATP-dependent RNA helicase SrmB,XRA03986.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,trmN,tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN,XRA03987.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nadB,L-aspartate oxidase,XRA03988.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rseD,rpoE leader peptide RseD,XRA03989.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpoE,RNA polymerase sigma factor RpoE,XRA03990.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rseA,anti-sigma-E factor RseA,XRA03991.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rseB,sigma-E factor regulatory protein RseB,XRA03992.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rseC,SoxR-reducing system protein RseC,XRA03993.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,tyrosine-type recombinase/integrase,XRA03994.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,xis,excisionase Xis,XRA03995.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF4060 family protein,XRA03996.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,RecT family recombinase,XRA03997.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,RecE family exodeoxyribonuclease,XRA03998.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DNA breaking-rejoining protein,XRA03999.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YdaE family protein,XRA04000.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,XRE family transcriptional regulator,XRA04001.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,helix-turn-helix domain-containing protein,XRA04002.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YmfL family putative regulatory protein,XRA04003.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF4222 domain-containing protein,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,Rha family transcriptional regulator,XRA05156.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA04004.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,helix-turn-helix domain-containing protein,XRA04005.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PerC family transcriptional regulator,XRA04006.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,phage N-6-adenine-methyltransferase,ND
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,RusA family crossover junction endodeoxyribonuclease,XRA04007.1
CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,KilA-N domain-containing protein,XRA04008.1
