Archivo_aln,Accession,Organismo,Gen,Producto,Proteína
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,nucleoside phosphorylase,XEQ12752.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,Crp/Fnr family transcriptional regulator,XEQ12753.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ppiC,peptidylprolyl isomerase PpiC,XEQ12754.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvC,ketol-acid reductoisomerase,XEQ12755.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvY,HTH-type transcriptional activator IlvY,XEQ12756.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,helix-turn-helix domain-containing protein,XEQ12757.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,type II toxin-antitoxin system RelE/ParE family toxin,XEQ15436.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvA,"threonine ammonia-lyase, biosynthetic",XEQ15437.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvD,dihydroxy-acid dehydratase,XEQ12758.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvE,branched-chain-amino-acid transaminase,XEQ12759.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvM,acetolactate synthase 2 small subunit,XEQ12760.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvG,acetolactate synthase 2 catalytic subunit,XEQ12761.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvX,peptide IlvX,XEQ15438.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ilvL,ilv operon leader peptide,XEQ12762.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,YifB family Mg chelatase-like AAA ATPase,XEQ12763.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,maoP,macrodomain Ori organization protein MaoP,XEQ12764.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,hdfR,HTH-type transcriptional regulator HdfR,XEQ12765.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,FadR family transcriptional regulator,XEQ12766.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,mdtD,multidrug transporter subunit MdtD,XEQ12767.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rbsR,ribose operon transcriptional repressor RbsR,XEQ12768.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rbsK,ribokinase,XEQ12769.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rbsB,ribose ABC transporter substrate-binding protein RbsB,XEQ12770.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rbsC,ribose ABC transporter permease,XEQ12771.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rbsA,ribose ABC transporter ATP-binding protein RbsA,XEQ15439.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rbsD,D-ribose pyranase,XEQ12772.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,kup,low affinity potassium transporter Kup,XEQ12773.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ravA,ATPase RavA,XEQ12774.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,viaA,ATPase RavA stimulator ViaA,XEQ12775.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,asnA,aspartate--ammonia ligase,XEQ12776.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,asnC,transcriptional regulator AsnC,XEQ12777.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,mioC,FMN-binding protein MioC,XEQ12778.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,mnmG,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,XEQ12779.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,XEQ12780.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpI,F0F1 ATP synthase subunit I,XEQ12781.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpB,F0F1 ATP synthase subunit A,XEQ12782.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpE,F0F1 ATP synthase subunit C,XEQ12783.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpF,F0F1 ATP synthase subunit B,XEQ12784.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpH,F0F1 ATP synthase subunit delta,XEQ12785.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpA,F0F1 ATP synthase subunit alpha,XEQ12786.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpG,F0F1 ATP synthase subunit gamma,XEQ12787.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpD,F0F1 ATP synthase subunit beta,XEQ12788.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,atpC,F0F1 ATP synthase subunit epsilon,XEQ12789.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,Bax inhibitor-1 family protein,XEQ12790.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,XEQ12791.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),XEQ12792.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,SgrR family transcriptional regulator,XEQ12793.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,shikimate 5-dehydrogenase,XEQ12794.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,fructose-specific PTS transporter subunit EIIC,XEQ12795.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,pstS,phosphate ABC transporter substrate-binding protein PstS,XEQ12796.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,pstC,phosphate ABC transporter permease PstC,XEQ12797.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,pstA,phosphate ABC transporter permease PstA,XEQ12798.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,pstB,phosphate ABC transporter ATP-binding protein PstB,XEQ12799.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,phoU,phosphate signaling complex protein PhoU,XEQ12800.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,yieH,6-phosphogluconate phosphatase,XEQ12801.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,WG repeat-containing protein,XEQ12802.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,adeP,adenine permease AdeP,XEQ12803.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,NAD(P)H-dependent oxidoreductase,XEQ12804.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,4'-phosphopantetheinyl transferase superfamily protein,XEQ12805.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,yidZ,HTH-type transcriptional regulator YidZ,XEQ12806.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,MFS transporter,XEQ12807.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12808.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,EAL domain-containing protein,ND
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,IS6-like element IS6100 family transposase,XEQ12809.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,EAL domain-containing protein,ND
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,GNAT family N-acetyltransferase,XEQ12810.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,XEQ12811.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,quaternary ammonium compound efflux SMR transporter QacE delta 1,XEQ12812.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-2,XEQ15440.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,intI1,class 1 integron integrase IntI1,ND
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,groEL,chaperonin GroEL,ND
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,IS91 family transposase,XEQ15441.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,LysR family transcriptional regulator,XEQ12813.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,tet(G),tetracycline efflux MFS transporter Tet(G),XEQ12814.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,tetR(G),tetracycline resistance transcriptional repressor TetR(G),XEQ12815.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,DUF3363 domain-containing protein,ND
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,XEQ12816.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,folP,dihydropteroate synthase,XEQ12817.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,quaternary ammonium compound efflux SMR transporter QacE delta 1,XEQ12818.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,XEQ12819.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,intI1,class 1 integron integrase IntI1,XEQ12820.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,recombinase family protein,XEQ12821.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,ATP-binding protein,XEQ12822.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,S8 family peptidase,XEQ12823.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,AAA family ATPase,XEQ12824.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,ATP-dependent helicase,XEQ12825.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,integrase domain-containing protein,XEQ12826.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12827.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12828.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12829.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,conjugal transfer protein TraH,XEQ12830.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,conjugal transfer protein TraG N-terminal domain-containing protein,XEQ12831.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12832.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12833.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12834.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,FlhC family transcriptional regulator,XEQ12835.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,traN,conjugal transfer mating pair stabilization protein TraN,XEQ12836.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,helix-turn-helix domain-containing protein,XEQ12837.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,replication protein,XEQ12838.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,helix-turn-helix domain-containing protein,XEQ12839.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,site-specific integrase,XEQ12840.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,XEQ12841.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,yidC,membrane protein insertase YidC,XEQ12842.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,yidD,membrane protein insertion efficiency factor YidD,XEQ12843.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rnpA,ribonuclease P protein component,XEQ12844.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,rpmH,50S ribosomal protein L34,XEQ12845.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dnaA,chromosomal replication initiator protein DnaA,XEQ12846.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dnaN,DNA polymerase III subunit beta,XEQ12847.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,recF,DNA replication/repair protein RecF,XEQ12848.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,XEQ12849.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,LysR family transcriptional regulator,XEQ12850.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,mandelate racemase/muconate lactonizing enzyme family protein,XEQ15442.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,MFS transporter,XEQ12851.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,yidA,sugar-phosphatase,XEQ12852.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,hypothetical protein,XEQ12853.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,outer membrane protein assembly factor,XEQ12854.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,DUF4056 domain-containing protein,XEQ12855.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,torS,TMAO reductase system sensor histidine kinase/response regulator TorS,XEQ12856.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,torT,TMAO reductase system periplasmic protein TorT,XEQ12857.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,torR,two-component system response regulator TorR,XEQ15443.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,torC,pentaheme c-type cytochrome TorC,XEQ12858.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,torA,trimethylamine-N-oxide reductase TorA,XEQ12859.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,torD,molecular chaperone TorD,XEQ12860.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,cytochrome-c peroxidase,XEQ12861.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,XEQ15444.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ccmB,heme exporter protein CcmB,XEQ12862.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,heme ABC transporter permease,XEQ12863.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ccmD,heme exporter protein CcmD,XEQ12864.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ccmE,cytochrome c maturation protein CcmE,XEQ12865.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,heme lyase CcmF/NrfE family subunit,XEQ12866.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dsbE,thiol:disulfide interchange protein DsbE,XEQ12867.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,cytochrome c-type biogenesis protein CcmH,XEQ12868.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,DUF3748 domain-containing protein,XEQ12869.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,YceK/YidQ family lipoprotein,XEQ15445.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ibpA,heat shock chaperone IbpA,XEQ12870.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ibpB,heat shock chaperone IbpB,XEQ12871.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,putative transporter,XEQ12872.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,YidH family protein,XEQ12873.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,DUF202 domain-containing protein,XEQ12874.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,radical SAM protein,XEQ12875.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dsdA,D-serine ammonia-lyase,XEQ12876.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dsdX,D-serine transporter DsdX,XEQ12877.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,dsdC,DNA-binding transcriptional regulator DsdC,XEQ15446.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,cellulase family glycosylhydrolase,XEQ12878.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,emrD,multidrug efflux MFS transporter EmrD,XEQ12879.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,ND,DMT family transporter,XEQ12880.1
query_11_top5_alignment,CP087533.1,Salmonella enterica subsp. enterica,tisB,type I toxin-antitoxin system toxin TisB,XEQ12881.1
